opeid6,level,sector,hbcu,completion_rate_150,share_outstanding_ug_5,cdr3_wgtd,pct25_earn_wne_p10,est_fte,white_share,black_share,hisp_share,asian_share,aian_share,nhpi_share,twomore_share,nra_share,unkn_share
2031,Four-year,Public 4-year,0,.48210001,.99355324430627,.034364998,25600,14599,.6496,.201,.0572,.0234,.0033,.0013,.0231,.014,.0271
2032,Four-year,Nonprofit 4-year,1,.4932,1.19799335382329,.052250601,30900,2554,.0189,.7985,.0394,.0558,.0012,.0008,.0378,.014,.0336
2033,Four-year,Public 4-year,0,.3488,.97278728502724,.044674698,19100,919,.8154,.0442,.024,.0101,.019,.0013,.024,.0405,.0215
2036,Four-year,Nonprofit 4-year,0,.89240003,.62803998827956,.003094,40000,523,.7063,.0513,.0753,.0393,.0011,.0005,.0442,.0775,.0044
2038,Four-year,Nonprofit 4-year,0,.94919997,.50145379045251,.00453,42700,1815,.6077,.0805,.1036,.0751,.0022,.0011,.0647,.0586,.0066
2039,Four-year,Nonprofit 4-year,0,.90490001,.58340525566209,0,37400,2300,.625,.0415,.0745,.078,.0025,.0025,.051,.099,.026
2040,Four-year,Public 4-year,0,.52139997,.89533521974186,.032364201,25300,1776,.8820999999999999,.0244,.0275,.0092,.0061,0,.0238,.0037,.0232
2041,Four-year,Public 4-year,0,.4571,.90405710414566,.0266784,19200,962,.7832,.0426,.0329,.0068,.0097,.0029,.0242,.0668,.031
2044,Four-year,Public 4-year,0,.75739998,.51893657083336,.015987299,50500,1018,.855,.0133,.0327,.0133,.0051,.002,0,0,.0787
2050,Four-year,Nonprofit 4-year,0,.625,.80750716139523,.0112872,30400,5545,.8907,.0122,.0025,.0298,.0034,.0013,.0185,.0038,.0378
2051,Four-year,Nonprofit 4-year,0,.62660003,.78079565576841,.019997999,29300,1869,.4914999999999999,.0163,.0198,.0106,.0064,0,0,0,.4554
2052,Four-year,Nonprofit 4-year,0,.4878,.94893886185355,.054860398,26900,1067,.6642000000000001,.0358,.0099,.0049,.0025,0,.0556,.0309,.1963
2053,Four-year,Public 4-year,0,.6027,.83333986565409,.034148701,28100,9649,.8445,.0196,.0411,.0148,.008,.0002,.0326,.0192,.02
2054,Four-year,Public 4-year,0,.3946,.96111061954711,.029194601,24400,6095,.7906,.0663,.0329,.0237,.008,.0006,.0362,.0136,.0282
2055,Four-year,Public 4-year,0,.29370001,1.01891735668644,.070866004,15300,450,.8375,.025,.0417,.0063,.0354,.0021,.0208,.0042,.0271
2057,Two-year,Public 2-year,0,.2198,1.03543717692365,.060766399,16300,1604,.7916,.132,.0169,.0065,.0011,0,.0333,.0136,.0049
2058,Two-year,Public 2-year,0,.2146,1.08284663272359,.0096923001,19100,7672,.5556,.1791,.0863,.0451,.0044,.002,.0492,.0178,.0606
2061,Two-year,Public 2-year,0,.104,0,0,15500,2762,.0479,.6782,.0418,.0054,.0017,.0002,.0237,.1832,.0178
2062,Four-year,Public 4-year,1,.42140001,1.21554907005603,.089943901,27100,5368,.0194,.8286,.0404,.0131,.0006,.0019,.0402,.0267,.0291
2063,Two-year,Public 2-year,0,.1062,1.12487609353704,.02923,19000,11007,.3801,.3929,.0543,.0626,.0029,.0024,.035,.0611,.0089
2064,Two-year,Public 2-year,0,.28799999,1.04028716279437,.0111392,20500,4251,.5263,.2758,.0714,.0353,.0056,.0028,.06,.0059,.0167
2065,Four-year,Nonprofit 4-year,0,.53130001,1.02367698540957,.0274032,33300,1467,.3856,.291,.1293,.079,.0012,0,.0491,.0132,.0515
2067,Four-year,Nonprofit 4-year,0,.3664,1.15595738980623,.053433601,19100,952,.0514,.4976,.195,.0299,.0024,.0024,.0215,.1256,.0742
2068,Four-year,Public 4-year,1,.24240001,1.15307522276784,.0991292,23500,2193,.0224,.8074,.0288,.0039,.003,0,.0202,.0942,.0202
2071,Two-year,Public 2-year,0,.2911,.98669983391194,.0115444,20200,3328,.6087,.143,.1412,.0433,.0025,.0016,.0471,.0112,.0016
2072,Four-year,Public 4-year,0,.51779997,.96900122671491,.0483546,28700,4609,.5214,.3308,.0532,.0218,.0021,.0002,.0415,.017,.0119
2073,Four-year,Nonprofit 4-year,0,.70899999,.7354742765867101,.0221933,27300,1937,.5351,.1779,.1005,.0427,0,.002,.0427,.025,.0742
2074,Two-year,Public 2-year,0,.32319999,.9806404016260299,.040606201,18900,2616,.706,.1256,.067,.0219,.0025,.0015,.0463,.012,.0173
2075,Two-year,Public 2-year,0,.28749999,1.01498464456688,.0090779997,16400,3641,.6858,.1681,.0577,.0297,.0034,.0011,.038,.0117,.0045
2076,Four-year,Nonprofit 4-year,0,.66170001,.86115054429653,.036509201,28400,1461,.5757,.1816,.1101,.031,.0019,.0009,.0555,.0188,.0245
2077,Four-year,Nonprofit 4-year,0,.92989999,.58415218683922,.0034804,51100,24866,.3061,.071,.1415,.2612,.0013,.0023,.0571,.1056,.0539
2078,Four-year,Nonprofit 4-year,0,.79659998,.6523198998909699,.010542,46700,5049,.7648,.057,.1049,.0352,.0016,.0003,.0277,.0073,.0013
2080,Four-year,Nonprofit 4-year,0,.69929999,.72296532143547,.0187068,18900,2246,.3692,.0744,.097,.1054,.0006,.0006,.0592,.2582,.0355
2083,Four-year,Public 4-year,1,.38940001,1.25606777577759,.103806,23400,7286,.0175,.7981,.0336,.0075,.0016,.0005,.0348,.0929,.0136
2086,Four-year,Nonprofit 4-year,0,.64209998,.73195274875228,.025202701,35000,2385,.6097999999999999,.1597,.1213,.0302,.0027,.0044,.0516,.0088,.0115
2089,Two-year,Public 2-year,0,.1147,1.09859438402386,.0308655,22100,7203,.037,.7074,.1299,.0399,.0029,.0008,.0316,.0318,.019
2091,Four-year,Public 4-year,0,.68489999,.8274331828043801,.016678199,34600,8166,.7060999999999999,.1378,.0431,.0364,.007,.0017,.0266,.0117,.0296
2092,Four-year,Nonprofit 4-year,0,.75510001,.74009642772722,.0036323001,18700,584,.616,.019,.0506,.038,0,0,.0485,.2257,.0021
2093,Four-year,Nonprofit 4-year,0,.63639998,.7589754812526101,.024297601,21500,456,.5313,.0031,.1281,.025,0,0,.0625,.2281,.0219
2095,Four-year,Public 4-year,0,.79949999,.6843212298738,.0198563,34400,1669,.7185,.0917,.0676,.0371,.0013,.0013,.052,.0046,.026
2099,Four-year,Public 4-year,0,.72640002,.83420132519263,.017384499,34500,20240,.539,.2289,.0824,.0634,.0014,.0011,.0514,.017,.0155
2102,Four-year,Public 4-year,0,.36739999,1.11830527889026,.035727199,38100,2959,.3246,.473,.0402,.0467,.006,.0064,.0447,.0165,.0418
2103,Four-year,Public 4-year,0,.86180001,.6812049567541,.0073163002,43100,35430,.4965,.1164,.0961,.1747,.0011,.0006,.0442,.0475,.0229
2105,Four-year,Public 4-year,0,.6839,.82329832790403,.0157458,35100,11449,.4005,.1834,.0777,.2195,.0019,.0013,.0473,.0402,.0281
2106,Four-year,Public 4-year,1,.38550001,1.23243429110023,.084814101,22400,2663,.095,.7076,.0402,.0165,.002,.0008,.0422,.0296,.0662
2107,Four-year,Nonprofit 4-year,0,.55919999,.91018900442756,.038108699,34300,3275,.5565,.2569,.0619,.0398,.0023,.0016,.0518,.0062,.023
2108,Four-year,Nonprofit 4-year,0,.68260002,.6386348259774,.023043999,36700,1449,.7124,.0939,.0566,.0328,.006,.0015,.0015,.0663,.0291
2109,Four-year,Nonprofit 4-year,0,.66589999,.76671217899376,.028267,34600,2211,.6264999999999999,.1654,.0707,.0305,.0032,0,.0006,.0006,.1025
2114,Four-year,Nonprofit 4-year,0,.46689999,1.03292258297862,.060830899,28900,2524,.3787,.2211,.2073,.0153,.0061,.0077,.0367,.0344,.0926
2115,Four-year,Nonprofit 4-year,0,.93300003,.60179666166582,.0023254,36200,1932,.435,.1073,.1283,.1509,.0049,0,.0679,.0814,.0243
2117,Four-year,Nonprofit 4-year,0,.46340001,.93190116826422,.054487199,27900,1256,.6401,.1415,.1202,.0195,.0088,0,.015,.0018,.0531
2118,Four-year,Nonprofit 4-year,0,.75309998,.6653603554195801,.030954,39900,2355,.7532,.0511,.078,.0253,.001,.001,.0199,.0174,.0531
2120,Four-year,Nonprofit 4-year,0,.7137,.65998721116623,.0255707,41000,4802,.7655999999999999,.0323,.0746,.0181,0,.0005,.0154,.0244,.0691
2121,Four-year,Nonprofit 4-year,0,.91469997,.46744313600753,.0061977999,61600,3601,.3617,.0449,.1144,.1211,.0008,.0008,.025,.277,.0542
2122,Four-year,Nonprofit 4-year,0,.59350002,.97885168954268,.040454399,26800,3077,.5513,.1468,.1999,.0229,.0026,.0005,.0281,.0047,.0432
2123,Four-year,Nonprofit 4-year,0,.4368,.97412764268454,.057860401,27600,1597,.6864,.0783,.0858,.0272,.0029,.0029,.0325,.0099,.0742
2124,Four-year,Nonprofit 4-year,0,.88819999,.44820336804937,.0043676998,64000,4877,.5906,.0373,.0718,.0864,.0002,.001,.0235,.147,.0421
2126,Four-year,Nonprofit 4-year,0,.63569999,.88265284508007,.021647099,13900,6639,.4346,.0698,.1015,.0471,.0019,.0017,.0395,.2791,.0248
2128,Four-year,Nonprofit 4-year,0,.91900003,.4988377841721,.0055559999,51100,12811,.5888,.0408,.1097,.1008,.0002,.0003,.0343,.0779,.0472
2130,Four-year,Nonprofit 4-year,0,.88169998,.63045121110673,.0056253001,44500,32843,.3741,.0412,.1144,.1595,.0005,.0013,.0396,.2139,.0555
2133,Four-year,Nonprofit 4-year,0,.88050002,.5813552949296,.008715,39100,6967,.4613,.0527,.083,.1403,.0006,.0017,.0347,.1999,.0259
2139,Four-year,Nonprofit 4-year,0,.76660001,.66016137065494,.0102752,32900,3235,.5866,.04,.087,.0777,.0004,0,.0258,.1248,.0577
2140,Four-year,Nonprofit 4-year,0,.65979999,.91414724303366,.059195701,30500,1318,.5546,.1012,.1393,.0177,0,0,0,.0027,.1846
2141,Four-year,Nonprofit 4-year,0,.91610003,.56462658012837,.0091979997,51300,3128,.7168,.0446,.0999,.0439,.001,.0007,.0295,.0312,.0323
2143,Four-year,Nonprofit 4-year,0,.53079998,.81386302421332,.043230001,28500,2477,.6477000000000001,.1183,.0777,.026,.0034,.0021,.0269,.0188,.079
2144,Four-year,Nonprofit 4-year,0,.39030001,.9618663465245,.095183998,20500,1249,.5537,.138,.1012,.0118,.0039,.0016,.04,.0447,.1051
2145,Four-year,Nonprofit 4-year,0,.456,.90765656902595,.066411898,24900,722,.5106000000000001,.2128,.1398,.0274,.0076,.003,.0395,.0532,.0061
2146,Four-year,Nonprofit 4-year,0,.78750002,.68152392122295,.0093456004,26600,4747,.6222,.0317,.1302,.0472,.0013,.0005,.0351,.1129,.0189
2147,Four-year,Nonprofit 4-year,0,.65640002,.81386223930638,.0298998,33300,2233,.6893,.0668,.1159,.0461,.002,.0005,.0349,.0152,.0294
2148,Four-year,Nonprofit 4-year,0,.76209998,.58140255751792,.0141749,34200,4697,.8301999999999999,.0162,.0481,.0135,.0016,.0007,.0204,.0181,.0511
2150,Four-year,Nonprofit 4-year,0,.2366,1.01917523482417,.078486003,20200,1416,.2642,.1118,.1064,.0115,.0038,.0023,.0191,.0957,.3851
2151,Four-year,Nonprofit 4-year,0,.44859999,.93391957274601,.1310664,27200,584,.2036,.3382,.2691,.06,.0055,.0073,.0218,.0164,.0782
2153,Four-year,Nonprofit 4-year,0,.70130002,.6353934961069,.0140624,26900,1932,.6798,.0465,.0891,.0521,.0006,0,.0301,.0917,.01
2155,Four-year,Nonprofit 4-year,0,.97710001,.85849792075192,.0001496,55000,25363,.4054,.0803,.1133,.1922,.0024,.0009,.0687,.1176,.0191
2158,Four-year,Nonprofit 4-year,0,.60790002,.80678961044723,.046022601,28100,1951,.6691,.0752,.097,.023,.0012,.0012,.0212,.0606,.0515
2160,Four-year,Nonprofit 4-year,0,.6103,.87227309080334,.020811001,22800,3651,.601,.0754,.148,.0489,.0019,.0005,.0413,.0365,.0465
2161,Four-year,Public 4-year,0,.62919998,.83653513906586,.028397201,34000,14675,.5986,.0637,.1177,.1146,.0009,.0005,.0312,.0357,.0372
2165,Four-year,Nonprofit 4-year,0,.69050002,.57763143612933,.0099689998,73000,7019,.3640999999999999,.0864,.0801,.2169,.0031,.001,.0203,.1554,.0727
2167,Two-year,Public 2-year,0,.19329999,1.06299227805441,.026921701,14700,977,.723,.0874,.0662,.0211,.007,.0042,.0317,.0049,.0543
2168,Two-year,Public 2-year,0,.2154,.96704615152952,.01239,16200,1819,.7166,.0845,.0896,.0267,.0067,.0016,.0574,0,.0169
2169,Two-year,Public 2-year,0,.2124,.90205654110422,.024514001,16900,1053,.7507,.0504,.0884,.0406,.0026,.0013,.0373,0,.0288
2170,Two-year,Public 2-year,0,.19939999,.94351316217813,.0406368,17200,3366,.5724,.0636,.2661,.0263,.0036,.0004,.0335,.0077,.0263
2171,Two-year,Public 2-year,0,.18780001,.89728297937719,.026400501,22800,2840,.4966,.1582,.2082,.0443,.004,.0006,.0195,.0206,.0481
2172,Two-year,Public 2-year,0,.18260001,.8651703033427,.039788399,18300,2496,.6791,.0842,.1611,.0231,.0025,.0003,.0163,.0065,.0271
2173,Two-year,Public 2-year,0,.22220001,.87226498293357,.0263252,18600,3494,.5427999999999999,.1047,.268,.0391,.0018,.0012,.035,.0006,.0068
2174,Two-year,Public 2-year,0,.1461,.95372447935402,.037051,17800,3115,.4420999999999999,.0401,.4517,.0239,.0015,.0028,.0143,.0089,.0147
2175,Two-year,Public 2-year,0,.17640001,.90891740599739,.068168797,19600,4667,.5225,.1347,.2072,.0495,.0037,.0009,.0304,.0049,.0462
2176,Two-year,Public 2-year,0,.2005,.85719893130512,.042119,17300,4726,.6839999999999999,.0908,.0908,.0217,.0026,.0008,.0611,.0003,.0479
2177,Two-year,Public 2-year,0,.1707,.92642114325611,.019072,18500,4411,.4941,.3145,.0833,.0172,.0033,.0009,.0387,.0046,.0434
2178,Four-year,Nonprofit 4-year,0,.94160002,.35860326123066,.00063359999,63000,13825,.3167,.0615,.1523,.2787,.0013,.0004,.0725,.1004,.016
2180,Four-year,Public 4-year,0,.63349998,.8219413352022,.033175699,20900,1874,.61,.047,.1034,.0815,.0016,.0022,.0153,.0465,.0925
2181,Four-year,Public 4-year,0,.7324,.47145560725167,.0067230002,56900,2053,.8724,.0103,.0369,.0121,.0012,0,.0236,.006,.0375
2183,Four-year,Public 4-year,0,.60350001,.87396816263516,.043719001,30000,9753,.7314000000000001,.1136,.0712,.0175,.0014,.0008,.0488,.0048,.0105
2184,Four-year,Public 4-year,0,.60979998,.8217097295099,.044018,29300,5512,.6870000000000001,.1084,.126,.0224,.001,.0002,.0342,.0034,.0174
2185,Four-year,Public 4-year,0,.56230003,.77181485253335,.033831,30700,5092,.6259,.1201,.1601,.0294,.0011,0,.0426,.0039,.0168
2187,Four-year,Public 4-year,0,.55519998,.94042947202622,.050864398,20100,1393,.7143,.0849,.1,.0238,.0032,.0008,.0317,.0048,.0365
2188,Four-year,Public 4-year,0,.5783,.91575612303739,.047019601,26400,7227,.6163,.098,.174,.0309,.0013,.0006,.0309,.0268,.0212
2189,Four-year,Public 4-year,0,.63419998,.77422473115282,.0323008,32400,5529,.7546,.0477,.1006,.0139,.0023,.0002,.0411,.0031,.0364
2190,Four-year,Public 4-year,0,.56760001,.8343024066155,.031913102,29400,5465,.6483,.0879,.1323,.0482,.0036,.0008,.028,.0104,.0404
2192,Four-year,Nonprofit 4-year,0,.82660002,.71275151002064,.007088,33000,2501,.4539,.0452,.0726,.0977,.0014,.0018,.0402,.2717,.0155
2194,Four-year,Nonprofit 4-year,0,.85000002,.72426062818263,.0022799,13300,801,.3618,.0247,.036,.0854,0,0,.0404,.4225,.0292
2197,Four-year,Nonprofit 4-year,0,.55449998,.79654466956554,.050329499,33100,1499,.771,.0697,.0834,.0144,.0015,.0008,.0334,.0243,.0015
2199,Four-year,Nonprofit 4-year,0,.88120002,.61156957606562,.0068608699,43500,32142,.4421178861788618,.0486174796747967,.0842630081300813,.1299186991869919,.0006016260162602,.0003008130081301,.0405536585365854,.1846780487804878,.0688613821138211
2201,Four-year,Nonprofit 4-year,0,.375,1.1902231166704,.12516101,24800,398,.1044,.3173,.2731,.0482,.0201,0,.0924,.012,.1325
2205,Two-year,Public 2-year,0,.1628,.9615625370768,.040991701,19700,2662,.3904,.2575,.0961,.073,.0028,.0011,.027,.0438,.1084
2206,Four-year,Nonprofit 4-year,0,.56830001,.87898905828692,.032572798,30700,2676,.476,.1204,.1197,.0323,0,.0007,.01,.0108,.2301
2208,Four-year,Nonprofit 4-year,0,.80049998,.70890239209146,.01386,35800,5150,.6335,.0704,.0642,.1145,.0006,.0006,.043,.0497,.0235
2209,Four-year,Nonprofit 4-year,0,.88770002,.62840869549292,.006513,26300,3464,.478,.0665,.1154,.0933,.0012,.0008,.0481,.1378,.0589
2210,Four-year,Public 4-year,0,.56269997,.81114490536168,.047430001,30400,6972,.5911,.1636,.1047,.0388,.0018,.0002,.0388,.022,.0391
2211,Four-year,Nonprofit 4-year,0,.72460002,.96752807801388,.060766026,29800,3894,.6106680262199563,.1584072833211945,.1209260378732702,.0181788055353241,.0036727239621267,.000765841223598,.0236429715950473,.0240542607428988,.0396840495265841
2217,Four-year,Nonprofit 4-year,0,.78869998,.57992502505765,.0114393,44200,2526,.8445,.0388,.0491,.0182,.0012,0,.0226,.0083,.0174
2218,Four-year,Nonprofit 4-year,0,.5916,.77950384550339,.0204321,33800,6059,.4749,.0523,.1259,.0724,.0018,.0006,.0269,.2123,.0329
2219,Four-year,Nonprofit 4-year,0,.92580003,.54113648007647,.0034185001,51400,9568,.5518999999999999,.0427,.0693,.131,.0002,.0002,.0527,.1051,.047
2221,Four-year,Public 4-year,0,.79820001,.68883635409067,.016803,34000,28311,.6193,.0456,.0694,.1024,.0012,.0006,.0297,.0695,.0622
2222,Four-year,Public 4-year,0,.47909999,.91736338553271,.030102,29200,13201,.3371,.1714,.1651,.1366,.0011,.0002,.0328,.107,.0486
2224,Four-year,Nonprofit 4-year,0,.92479998,.54419485146561,.0056119999,42800,2744,.3834,.0652,.1325,.2174,.0013,0,.0635,.1355,.0013
2225,Four-year,Nonprofit 4-year,0,.65979999,.61004061838679,.018183,43100,5614,.6291,.0595,.0656,.0809,.0007,.0009,.0355,.0722,.0557
2226,Four-year,Nonprofit 4-year,0,.60329998,.68262924960848,.025617899,37400,2969,.744,.043,.0914,.0339,.0033,.0025,.0229,.0299,.0291
2227,Four-year,Nonprofit 4-year,0,.78060001,.69074706007387,.0171175,29400,1880,.652,.0543,.0823,.0474,.0017,0,.0434,.0971,.0217
2229,Four-year,Nonprofit 4-year,0,.95429999,.59894708687511,.00097679999,35000,2200,.503,.0819,.1312,.1262,.001,0,.0523,.0779,.0266
2233,Four-year,Nonprofit 4-year,0,.87449998,.42186094561966,.0057716998,61300,6882,.6296,.03,.0925,.0468,.0031,.0004,.0223,.0925,.0827
2234,Four-year,Nonprofit 4-year,0,.45190001,.88019884304797,.060984001,24800,1730,.6827999999999999,.0685,.0539,.0034,.0022,.0006,.0348,0,.1538
2235,Four-year,Nonprofit 4-year,0,.6444,.79850847657957,.039022401,33700,1598,.6276,.1508,.1019,.0205,.0026,0,.0317,.0172,.0476
2236,Four-year,Nonprofit 4-year,0,.63679999,.8540743042211399,.036674999,27500,1570,.7858000000000001,.033,.0509,.0136,.0057,.0007,.0365,.0143,.0595
2237,Four-year,Public 4-year,0,.3224,.91747648542955,.035081901,16600,979,.9354,.0094,.0167,.0104,.0156,0,0,0,.0125
2238,Four-year,Nonprofit 4-year,0,.5794,1.06741556532989,.018515,26200,2943,.2694,.191,.1487,.1351,.0027,.0027,.0477,.1774,.0252
2239,Four-year,Nonprofit 4-year,0,.60710001,.88351598575853,.0183498,24900,1444,.6926,.0364,.0714,.0154,.0056,.0007,.0238,.0329,.1211
2240,Two-year,Public 2-year,0,.31999999,1.03744899510797,.059856001,16100,1026,.8727,.0173,.0233,.0068,.0339,.0023,.0422,0,.0015
2241,Four-year,Nonprofit 4-year,0,.77340001,.53958356435724,.010968,28700,3855,.6885,.0355,.0507,.0504,.0014,0,.0324,.1251,.0161
2243,Four-year,Public 4-year,0,.6164,.96448597165755,.034603801,27900,18089,.7665000000000001,.0956,.0498,.0106,.0077,.0005,.0378,.0212,.0103
2246,Four-year,Nonprofit 4-year,0,.38100001,1.0470165404762,.059427001,32000,624,.6477000000000001,.116,.0063,.0148,.0105,0,0,.0527,.1519
2249,Four-year,Nonprofit 4-year,0,.4892,1.14575940501333,.049775999,16300,4773,.6849,.1159,.0489,.0261,.0075,.0027,.0328,.0234,.0577
2251,Two-year,Public 2-year,0,.1469,.995904135618,.026250901,16300,5346,.7716,.0767,.0804,.0068,.0045,.0003,.028,.0024,.0293
2259,Four-year,Public 4-year,0,.45109999,1.10680001261724,.0583947,25000,15155,.6348,.1801,.0512,.027,.0028,.0008,.0373,.0175,.0485
2260,Four-year,Public 4-year,0,.48949999,.9397179398341901,.039214,28000,9780,.777,.081,.0567,.0154,.0046,.0009,.0391,.0175,.0078
2261,Two-year,Public 2-year,0,.16230001,1.09218163927129,.0720018,13800,4799,.6808999999999999,.1889,.051,.0062,.0032,.0008,.049,.0037,.0162
2262,Four-year,Nonprofit 4-year,0,.62800002,.49332579358986,.023588,59600,2537,.7614000000000001,.0231,.0516,.0441,.0016,0,.0328,.043,.0425
2263,Two-year,Public 2-year,0,.26140001,.98249229757611,.023375699,15500,756,.7615,.0648,.1216,.0079,.0016,0,.0269,0,.0158
2264,Two-year,Public 2-year,0,.2902,.83003472016962,.039831001,15800,708,.901,.0209,.0153,.0042,.0195,0,.0279,.0014,.0098
2266,Four-year,Nonprofit 4-year,0,.55260003,.87478037533733,.043435801,19500,1974,.779,.0897,.0487,.0218,.0038,.0019,.0115,.0436,0
2267,Two-year,Public 2-year,0,.1945,1.02218902262623,.035486799,17700,8584,.6159,.0882,.1372,.0374,.0046,.0006,.0318,.0048,.0796
2268,Four-year,Public 4-year,0,.66140002,.88325222392008,.022993799,28200,22100,.8185999999999999,.0469,.0551,.0246,.0031,.0006,.0368,.0113,.0031
2270,Four-year,Public 4-year,0,.061099999,1.17929597790535,.057551999,15800,8532,.5591,.1874,.0186,.0241,.0036,.0008,.0387,.02,.1478
2273,Four-year,Nonprofit 4-year,0,.78909999,.60403970214929,.010902,30600,3215,.8234,.0259,.0739,.021,0,0,.0299,.0233,.0026
2274,Four-year,Public 4-year,0,.1442,1.08045803740894,.063110404,16700,3560,.6015,.0933,.0512,.0136,.0033,.0003,.0396,.0025,.1949
2275,Four-year,Nonprofit 4-year,0,.78740001,.65966605992764,0,31300,1520,.5788,.0761,.1418,.0705,.0007,0,.0436,.0588,.0297
2276,Two-year,Public 2-year,0,.1513,1.09946540908411,.074359797,17500,2737,.7036,.0966,.0606,.0272,.0097,.0006,.0457,.0062,.0496
2277,Four-year,Public 4-year,0,.1525,1.08293294231726,.028230101,12000,1765,.644,.1577,.1149,.0139,.005,.0008,.0363,0,.0274
2278,Two-year,Public 2-year,0,.1899,1.1254980836069,.035789799,17100,7692,.6775,.0941,.0884,.0345,.0041,.0013,.0404,.0164,.0432
2279,Four-year,Nonprofit 4-year,0,.58020002,.81392118362952,.024963001,35200,2261,.667,.0844,.0352,.0301,.002,0,.0191,.121,.0412
2282,Four-year,Nonprofit 4-year,0,.60540003,1.0617598845724,.0296505,24900,2343,.6244,.1194,.0454,.0216,.0013,.0026,.0294,.1229,.0329
2288,Four-year,Nonprofit 4-year,0,.37009999,1.0192400016599,.041519899,21200,880,.7189,.1852,.0209,.011,.0044,0,.0254,.0221,.0121
2290,Four-year,Public 4-year,0,.79949999,.83717500995313,.014297,34900,42877,.6805,.0747,.048,.0566,.0018,.0008,.0323,.0986,.0066
2292,Four-year,Public 4-year,0,.68430001,.62254467844173,.01575,40700,6443,.8811,.0101,.0214,.0167,.004,.0003,.0317,.019,.0155
2293,Four-year,Public 4-year,0,.54140002,.9287079161548401,.0291408,22900,1785,.8073,.0128,.0182,.008,.0828,.0011,0,.0464,.0235
2294,Two-year,Public 2-year,0,.2018,1.04325927080632,.0212058,16300,1616,.8451,.0406,.0387,.0076,.0038,.0005,.012,.0005,.0511
2295,Two-year,Public 2-year,0,.30680001,1.01170611573428,.028548799,14600,902,.9273999999999999,.0047,.0032,.0024,.0079,.0016,.0316,.0024,.0189
2297,Two-year,Public 2-year,0,.161,.97235871943281,.0184092,14900,2714,.7507,.0884,.0685,.0074,.0078,.0006,.0384,.004,.0341
2299,Two-year,Public 2-year,0,.21789999,1.01593216211779,.019323399,13800,1192,.8205000000000001,.0165,.0307,.0079,.0433,.0024,.0575,.0016,.0197
2301,Four-year,Public 4-year,0,.46599999,.9238106421633,.050744999,20900,6748,.8558,.0201,.0378,.0055,.0118,.0003,.047,.0107,.011
2302,Four-year,Public 4-year,0,.2252,1.06756464199164,.047108602,17300,2398,.8292000000000002,.0136,.0395,.0108,.0182,.0019,.0315,.0065,.0488
2303,Two-year,Public 2-year,0,.1192,1.12751362053316,.027121499,16000,10468,.5851,.1806,.0467,.0305,.0042,.0017,.038,.0804,.0329
2307,Four-year,Public 4-year,0,.5528,.96605445461451,.022272799,26200,16404,.7388,.077,.0389,.0478,.003,.001,.0326,.0218,.0392
2308,Four-year,Nonprofit 4-year,0,.4833,1.06305098151042,.096793599,24600,986,.6531,.2039,.0568,.0041,.002,.001,.0497,.0081,.0213
2310,Two-year,Public 2-year,0,.2545,.99704982156165,.0231,15500,2315,.741,.0281,.0374,.0073,.0159,.0028,.011,.0012,.1553
2311,Four-year,Nonprofit 4-year,0,.56059998,.771664922659,.035936799,13600,136,.7215,.0253,.0253,.038,.0063,0,.0253,.057,.1013
2314,Four-year,Public 4-year,0,.42969999,.99883526990342,.0501552,24600,7382,.7428,.0795,.0463,.0081,.0022,.0001,.0315,.0567,.0328
2315,Four-year,Public 4-year,0,.1446,1.09833312870908,.016707599,16300,6927,.643,.1493,.0499,.0405,.0055,.0009,.0326,.0165,.0619
2316,Four-year,Nonprofit 4-year,0,.42699999,1.00117008831987,.043955199,24700,1903,.6477000000000001,.1096,.0742,.0098,.0079,.001,.028,.0201,.1017
2317,Two-year,Public 2-year,0,.2843,1.08406270262291,.036224902,15900,1418,.7109000000000001,.1235,.0539,.0151,.0125,.0013,.0302,.0007,.0519
2318,Four-year,Nonprofit 4-year,0,.56870002,.94165131774843,.042108301,24800,2741,.7516,.1149,.0407,.0108,.0048,.0012,.0257,.0024,.0479
2322,Four-year,Nonprofit 4-year,0,.30559999,1.02764466060612,.1197665,18000,390,.5309,.0494,.0395,.0025,.0123,.0074,.0321,.0025,.3235
2323,Four-year,Nonprofit 4-year,0,.6534,.91018585922143,.020223601,27100,3630,.5959,.1282,.0595,.0606,.0047,.0015,.0243,.0828,.0425
2325,Four-year,Public 4-year,0,.91890001,.62419399832421,.0032955999,40900,42728,.5853,.0427,.0633,.1468,.0012,.0005,.0443,.07,.046
2326,Four-year,Public 4-year,0,.56309998,1.00968120978957,.037069701,29700,7229,.6884,.0836,.0623,.0831,.003,.0013,.0322,.0195,.0266
2327,Four-year,Public 4-year,0,.4632,1.10407531289686,.031182,23000,5465,.7004,.1308,.0496,.0187,.0069,.0011,.0352,.0337,.0236
2328,Two-year,Public 2-year,0,.17209999,1.11645787256592,.038807198,15300,8067,.6463,.1556,.0662,.0338,.0047,.0017,.0552,.0189,.0176
2329,Four-year,Public 4-year,0,.46959999,1.1418478657615,.037274402,23300,19805,.5857,.1615,.0538,.1001,.0027,.0008,.0413,.0224,.0319
2330,Four-year,Public 4-year,0,.52630001,.94468901764493,.044723,29800,18959,.6885,.1156,.0711,.0209,.0049,.001,.0361,.0521,.0099
